cluster	pdb	uniclust	scop	pfam	full
17658	1	1	1	1	1
47427	1	1	1	1	1
13540	0	0	0	0	0
4650	1	1	1	0	1
4653	1	1	1	1	1
41838	0	0	0	0	0
17383	0	1	0	0	1
4659	0	0	0	0	0
13549	1	1	1	0	1
2814	0	0	0	0	0
43699	1	1	1	1	1
43698	1	1	1	1	1
43691	0	0	0	0	0
43690	0	1	0	0	1
19577	1	1	1	1	1
51117	0	1	1	0	1
19574	0	0	0	0	0
16387	0	0	0	0	0
7881	1	1	1	1	1
7883	0	0	0	0	0
23445	0	0	0	0	0
11766	0	0	0	0	0
17030	1	1	1	1	1
17033	0	0	1	0	1
20741	0	1	0	0	1
17039	0	0	0	0	0
20749	1	1	1	1	1
103	0	1	0	0	1
104	1	1	1	1	1
24568	1	1	1	1	1
36440	1	1	1	1	1
2107	0	0	0	0	0
36442	1	1	1	1	1
36332	0	1	0	0	1
21465	0	1	1	0	1
46641	1	1	1	1	1
49160	1	1	1	1	1
46643	1	1	1	0	1
46642	1	1	1	1	1
46313	1	1	1	1	1
21922	0	0	0	0	0
21297	0	0	0	1	1
43272	0	0	0	0	0
46648	0	0	0	0	0
45841	1	1	1	1	1
45662	1	1	0	1	1
20528	0	0	0	0	0
13339	1	1	0	0	1
11127	1	0	1	1	1
36895	0	0	0	0	0
41342	0	1	0	0	1
10387	1	1	1	1	1
10385	0	1	0	0	1
14473	1	1	1	0	1
16925	0	0	0	0	0
7265	1	1	1	1	1
44646	0	0	0	0	0
7267	1	1	1	1	1
7266	1	1	1	1	1
44643	1	1	1	1	1
16928	1	1	1	1	1
7263	1	1	0	0	1
44640	1	1	1	1	1
6202	1	1	1	1	1
44967	0	1	0	0	1
42120	0	1	0	0	1
12238	1	1	1	1	1
42122	1	1	1	1	1
41169	1	1	1	1	1
15868	1	1	1	1	1
48787	0	0	0	0	0
15715	0	1	0	0	1
15714	1	1	1	1	1
41164	0	0	0	0	0
41167	0	1	0	0	1
15862	0	0	0	0	0
29361	1	1	1	1	1
10562	0	1	0	0	1
29363	1	1	1	1	1
10560	0	1	0	0	1
29365	0	0	0	0	0
32526	1	1	1	1	1
10569	0	0	0	0	0
20797	0	1	0	0	1
24157	0	1	0	0	1
39107	0	0	0	0	0
21430	1	1	1	1	1
47088	0	1	0	0	1
32522	1	1	1	1	1
18929	1	1	1	0	1
37318	0	1	1	0	1
7519	1	1	1	1	1
37313	0	0	0	0	0
37312	1	0	1	0	1
18920	0	0	0	0	0
18927	0	0	0	0	0
8830	1	1	1	1	1
8833	0	1	0	0	1
37314	0	0	0	0	0
7147	1	1	1	1	1
32306	0	1	1	0	1
30630	1	1	1	1	1
30632	1	0	1	1	1
30635	0	0	0	0	0
40634	1	1	1	1	1
30325	1	1	1	1	1
6532	0	0	0	0	0
26809	0	1	0	1	1
14070	1	1	1	1	1
32303	0	1	1	0	1
7674	1	1	0	1	1
26803	0	0	0	0	0
32302	0	1	0	0	1
37174	0	1	0	0	1
19373	1	1	1	1	1
37170	0	0	0	0	0
16676	0	0	0	1	1
37179	1	0	1	0	1
9222	1	1	1	1	1
31972	1	1	1	1	1
1756	0	1	0	0	1
9220	1	1	1	1	1
48113	1	1	1	1	1
1750	1	1	1	1	1
29583	1	1	1	0	1
37642	0	1	0	0	1
24525	0	1	0	0	1
40568	1	1	1	1	1
40569	0	0	0	0	0
31975	1	1	1	1	1
24522	1	1	1	1	1
50096	0	0	0	0	0
50095	1	0	0	0	1
50093	1	1	1	1	1
24529	0	1	0	0	1
40899	1	1	1	1	1
47691	0	1	0	0	1
28363	0	1	0	0	1
28361	1	1	0	1	1
14408	0	0	0	0	0
11169	0	0	0	0	0
3860	0	1	0	0	1
28365	0	1	1	0	1
11165	1	1	1	1	1
11160	1	1	1	1	1
11162	1	1	1	1	1
8765	1	1	1	1	1
8764	1	1	1	0	1
8767	0	1	0	0	1
689	0	1	0	0	1
688	0	1	1	0	1
34372	1	1	1	1	1
8762	1	1	1	1	1
684	1	1	1	1	1
1571	0	1	1	1	1
34378	0	0	0	0	0
34379	0	0	0	0	0
13835	1	1	1	1	1
50895	1	1	1	0	1
50893	1	1	1	0	1
50890	1	1	1	1	1
34513	1	1	1	1	1
12873	0	1	0	0	1
5737	1	1	1	0	1
30013	0	1	0	0	1
28188	0	1	0	0	1
28187	1	1	1	1	1
5621	0	1	0	0	1
5620	1	1	1	0	1
34150	0	1	0	0	1
34153	0	1	0	0	1
34156	1	1	1	1	1
8499	1	0	1	1	1
38354	1	0	1	0	1
38355	1	1	1	1	1
35202	1	1	1	1	1
35201	0	1	0	0	1
50850	0	0	0	0	0
35205	1	1	1	1	1
35209	1	1	1	1	1
35208	1	1	1	1	1
47034	0	1	1	0	1
5997	0	0	0	0	0
23276	0	1	0	0	1
5991	0	0	0	0	0
5990	1	1	1	1	1
23273	0	0	0	0	0
13877	1	0	1	0	1
47039	1	1	1	1	1
11572	1	1	1	1	1
19388	0	0	0	0	0
19389	0	1	1	0	1
19386	1	1	1	1	1
22271	0	1	0	0	1
25728	0	0	0	0	0
43868	1	0	1	0	1
25725	0	1	0	0	1
25724	1	1	1	1	1
25055	0	0	0	0	0
25053	1	1	1	0	1
25722	1	1	1	1	1
25664	0	0	0	0	0
6782	1	1	1	0	1
6787	1	1	1	1	1
6789	1	1	1	1	1
46121	1	1	1	0	1
46125	1	1	1	1	1
27383	1	1	1	1	1
40142	0	0	1	0	1
39005	0	0	0	0	0
39004	1	1	1	1	1
39007	1	0	1	0	1
39009	0	1	0	0	1
33333	1	1	1	1	1
26668	0	0	0	0	0
299	1	1	1	1	1
245	0	1	1	0	1
244	1	1	1	1	1
2881	0	1	0	0	1
19969	0	1	1	0	1
16719	1	1	0	1	1
32004	1	0	1	0	1
32005	1	1	0	1	1
1144	0	1	0	0	1
249	1	1	1	1	1
16713	0	0	0	0	0
32002	0	1	0	0	1
19963	1	1	1	0	1
27009	1	1	1	1	1
16752	1	1	1	1	1
22491	0	0	0	0	0
12004	0	1	0	0	1
12003	0	0	0	0	0
47045	0	0	0	0	0
50325	1	1	1	1	1
26382	1	1	1	1	1
9249	0	1	1	0	1
9248	1	1	1	0	1
16753	1	1	1	1	1
50326	0	0	0	0	0
9538	0	1	0	0	1
9241	0	1	0	0	1
50453	1	1	1	1	1
48284	0	1	0	0	1
9244	1	1	1	0	1
9247	1	1	1	1	1
46788	0	0	0	0	0
21608	0	1	0	0	1
20363	0	0	0	0	0
24894	0	0	0	0	0
16499	0	1	1	0	1
49574	0	0	0	0	0
24897	1	1	1	1	1
24890	0	1	1	0	1
46783	1	1	1	1	1
48536	1	1	1	0	1
28091	0	0	0	0	0
16495	1	1	1	1	1
28093	0	1	0	0	1
26035	0	0	0	0	0
26036	0	1	0	0	1
45470	0	1	0	0	1
45477	0	0	0	0	0
45475	0	1	0	0	1
42807	0	1	0	0	1
24096	0	0	0	0	0
42804	0	1	0	1	1
24090	1	1	1	1	1
42801	1	1	1	1	1
36676	1	1	1	1	1
44781	1	1	1	1	1
42808	0	0	0	0	0
28098	1	1	1	1	1
49318	0	0	0	0	0
49319	0	0	0	0	0
3522	1	0	0	0	1
22806	1	1	0	1	1
46872	1	1	1	1	1
37781	1	1	1	1	1
46876	0	0	0	0	0
37786	1	1	1	0	1
49315	0	0	0	0	0
45781	0	0	0	0	0
45780	0	1	0	0	1
45784	0	1	0	0	1
45787	1	1	1	1	1
15320	1	1	0	1	1
38512	0	0	0	0	0
10714	0	1	0	0	1
36785	1	1	1	1	1
36201	0	0	0	0	0
36783	0	1	0	0	1
36834	0	0	0	0	0
36781	1	1	1	1	1
2698	1	1	1	1	1
2696	0	1	0	0	1
46559	1	1	0	0	1
2694	1	1	1	1	1
2692	0	1	1	0	1
2691	0	1	0	0	1
36788	1	1	1	1	1
14651	0	1	1	0	1
21551	1	1	1	1	1
14655	0	1	1	0	1
14870	0	0	0	0	0
14873	1	1	1	1	1
14878	1	0	0	0	1
38630	1	1	1	1	1
42840	1	1	1	1	1
38632	1	1	0	1	1
38636	0	1	1	0	1
38638	0	0	0	0	0
25114	1	1	1	1	1
45727	1	1	1	1	1
30401	0	1	0	0	1
30406	1	1	1	1	1
30407	0	1	1	0	1
13061	1	1	1	1	1
30408	0	1	0	0	1
22635	1	1	1	1	1
13069	1	1	1	1	1
13068	1	1	1	1	1
36162	0	1	0	0	1
44256	0	1	0	0	1
20973	0	1	1	0	1
33531	1	1	1	0	1
18718	0	0	0	0	0
33535	0	0	0	0	0
18717	1	1	0	0	1
48045	0	1	1	0	1
41577	1	1	1	1	1
27545	0	1	0	1	1
27816	0	0	0	0	0
20261	0	0	0	0	0
48042	0	1	0	0	1
17831	1	1	1	1	1
17832	0	1	1	0	1
48049	1	1	1	1	1
17835	1	1	1	0	1
17836	0	1	0	0	1
17837	0	1	1	0	1
29808	1	1	1	0	1
40952	0	1	1	0	1
40957	1	1	1	1	1
40956	1	1	0	1	1
40955	0	1	1	0	1
29776	1	1	1	1	1
40776	0	0	0	0	0
29802	0	0	0	0	0
29775	1	1	1	1	1
23518	0	0	0	0	0
1141	0	0	0	0	0
47208	0	0	0	0	0
1145	0	1	0	1	1
23047	0	0	0	0	0
23513	0	0	0	0	0
23042	1	1	1	1	1
768	0	1	0	0	1
23040	0	1	0	0	1
27877	1	1	1	1	1
23723	0	0	0	0	0
40719	0	1	1	1	1
27602	1	1	1	1	1
16891	1	1	1	1	1
27605	0	0	0	0	0
39581	1	1	1	1	1
39583	1	1	1	1	1
25593	1	1	0	1	1
2268	0	1	0	0	1
27876	0	0	0	0	0
30920	1	1	1	1	1
31759	1	1	1	1	1
31209	1	1	1	1	1
7193	1	1	1	1	1
43509	0	1	1	1	1
29110	0	1	1	0	1
31204	0	0	0	0	0
31203	1	1	1	1	1
31750	0	0	0	0	0
49454	0	1	0	0	1
29115	0	0	0	0	0
12473	1	1	0	1	1
10	1	1	1	1	1
7169	1	1	1	1	1
37875	0	1	0	0	1
2968	0	1	0	0	1
46003	1	1	1	1	1
30940	1	1	1	1	1
12828	1	1	1	1	1
21724	1	1	1	0	1
15299	1	1	1	0	1
34521	1	1	1	1	1
12825	0	0	0	0	0
44459	1	1	1	1	1
12820	1	1	1	1	1
8535	0	0	0	0	0
34527	1	1	0	0	1
12823	1	1	1	1	1
7441	1	1	1	1	1
44924	0	0	0	0	0
50400	0	0	0	0	0
26630	0	1	0	0	1
7448	0	0	0	0	0
1747	0	0	0	0	0
50408	1	1	1	0	1
26638	0	1	0	0	1
35920	0	1	0	0	1
35927	1	1	1	1	1
10420	0	0	0	0	0
22398	0	0	0	0	0
22642	1	1	1	1	1
8780	1	1	1	1	1
22645	1	1	1	0	1
4282	0	0	0	0	0
50661	0	1	0	0	1
50662	1	1	1	1	1
26558	1	1	1	1	1
4286	0	0	0	0	0
4287	1	1	1	1	1
4285	1	1	0	0	1
50669	1	1	1	1	1
4288	1	0	0	0	1
4289	1	1	0	1	1
26554	1	1	1	1	1
10508	1	1	1	1	1
28640	1	1	1	1	1
28649	1	1	1	1	1
28648	0	1	0	0	1
24777	1	1	0	1	1
22024	1	1	1	1	1
22023	1	1	1	1	1
22022	1	1	1	1	1
37871	1	1	1	1	1
22020	1	1	1	1	1
381	0	1	0	0	1
40392	1	1	1	1	1
31979	1	1	1	1	1
4759	0	0	0	0	0
7639	1	0	0	1	1
43458	0	0	0	0	0
43457	0	0	0	0	0
4751	0	1	1	0	1
43455	1	1	1	0	1
43454	0	1	0	0	1
43453	1	1	1	1	1
31974	1	1	1	1	1
43451	1	1	1	1	1
43322	0	0	0	0	0
32251	0	0	0	0	0
19770	0	1	1	0	1
5870	1	1	1	1	1
19772	1	1	1	0	1
5876	0	1	1	0	1
19774	1	1	1	1	1
32257	1	1	1	0	1
16018	0	1	1	0	1
11290	1	1	1	1	1
1074	0	0	1	0	1
47843	1	1	1	0	1
17638	0	0	0	1	1
17639	0	1	1	0	1
19567	1	1	0	1	1
4633	1	0	0	0	1
4637	1	1	1	1	1
1070	1	1	0	1	1
13525	0	1	0	0	1
2199	1	0	0	1	1
4639	0	1	0	0	1
4638	0	1	0	0	1
22902	1	1	1	1	1
11744	0	1	0	0	1
11746	1	1	1	1	1
51136	1	1	1	1	1
51134	0	0	0	0	0
19595	1	1	1	1	1
51138	1	1	1	1	1
20892	1	1	1	0	1
20895	0	0	0	0	0
20896	0	1	0	0	1
42631	0	1	0	0	1
20898	0	0	0	0	0
25556	0	1	0	0	1
25554	1	1	1	0	1
36310	0	0	0	0	0
13290	0	0	0	0	0
166	0	0	0	0	0
45718	0	1	0	1	1
36319	1	1	1	1	1
162	1	1	1	1	1
25559	1	1	1	1	1
13652	1	1	1	1	1
6194	1	1	1	0	1
42499	0	1	0	0	1
42494	0	1	0	0	1
46666	0	1	0	0	1
49145	0	0	0	0	0
42323	0	0	0	0	0
42320	0	1	1	0	1
41369	0	1	0	0	1
45648	1	1	1	0	1
31946	1	1	1	0	1
45318	1	1	1	1	1
2733	1	1	1	1	1
48236	0	0	0	0	0
20091	0	0	0	0	0
20092	0	1	1	0	1
48235	1	1	1	1	1
41367	0	1	0	0	1
48233	1	1	1	0	1
48546	1	1	1	0	1
45643	0	1	0	0	1
9187	0	0	0	0	0
23095	1	1	1	1	1
10362	1	1	1	0	1
16905	1	1	1	1	1
16904	0	0	0	0	0
7204	1	1	1	1	1
31265	1	1	1	0	1
6221	1	1	1	1	1
42142	0	0	0	0	0
42143	1	1	1	1	1
6228	0	1	0	0	1
42141	0	0	0	0	0
42147	0	0	0	0	0
42144	1	1	1	1	1
15849	1	1	1	1	1
15843	0	0	0	0	0
15841	1	1	1	0	1
15847	1	1	1	1	1
15846	0	1	0	0	1
9763	1	1	1	1	1
9760	1	1	1	0	1
9761	0	0	0	0	0
10503	0	0	0	1	1
10502	1	1	1	0	1
10505	1	1	1	0	1
19140	0	1	0	0	1
10507	0	1	0	0	1
10506	0	0	0	0	0
37371	1	1	1	1	1
37373	1	1	1	1	1
18942	1	1	1	1	1
37375	1	1	1	1	1
21416	0	0	0	0	0
18946	1	1	1	1	1
18949	1	1	1	0	1
18948	0	0	0	0	0
21419	1	1	1	1	1
24178	1	1	0	1	1
808	0	1	0	0	1
8853	0	0	0	0	0
8851	1	1	0	1	1
8857	0	0	0	0	0
39694	0	0	0	0	0
33805	0	0	0	0	0
19505	1	1	1	1	1
39696	0	0	0	0	0
40092	0	0	0	0	0
26821	0	0	0	0	0
26820	1	1	0	1	1
40096	0	0	1	0	1
37856	0	0	0	0	0
1775	1	1	1	1	1
16028	0	1	1	0	1
5277	1	1	0	0	1
10410	1	1	0	0	1
37192	0	0	0	0	0
41147	0	1	0	0	1
41145	1	1	1	1	1
11944	1	1	1	0	1
40542	1	1	1	1	1
40235	0	1	0	0	1
40547	1	1	1	1	1
40548	1	1	1	1	1
40238	1	1	1	0	1
14135	0	0	0	0	0
37995	0	1	0	0	1
37994	0	0	0	0	0
37997	1	1	1	1	1
18366	0	0	0	0	0
32135	0	0	0	0	0
37990	0	0	0	0	0
37993	1	1	1	1	1
18362	1	1	1	1	1
11941	0	0	0	0	0
18369	1	1	1	1	1
19034	0	1	0	0	1
19025	1	1	1	0	1
32263	1	1	1	1	1
17992	1	1	1	1	1
17991	1	1	0	1	1
1556	0	0	0	0	0
1559	0	1	0	0	1
19744	1	1	1	1	1
3036	1	1	1	1	1
28343	1	1	1	1	1
9950	0	0	0	1	1
34312	1	1	1	1	1
15590	1	1	0	1	1
8701	1	1	1	1	1
30614	0	1	0	0	1
30344	0	1	0	0	1
34314	1	1	1	1	1
30346	1	1	1	1	1
8709	1	0	0	1	1
8708	0	1	0	0	1
30619	1	1	1	1	1
31566	0	0	0	0	0
13853	0	0	0	0	0
13851	0	0	0	0	0
13857	1	1	0	1	1
13854	0	1	0	0	1
13855	1	1	0	0	1
7603	1	1	1	1	1
50877	1	1	1	0	1
13859	1	1	1	1	1
49235	1	1	1	1	1
35040	0	1	0	0	1
35043	0	1	0	0	1
35042	1	1	1	0	1
5605	0	1	0	0	1
5600	1	1	1	1	1
5603	0	0	0	0	0
6252	0	0	0	0	0
205	1	1	1	1	1
23665	1	1	1	1	1
38370	0	0	0	0	0
32730	1	1	1	1	1
45717	1	1	1	1	1
38377	0	1	0	0	1
19928	1	1	1	1	1
208	1	1	1	1	1
8941	1	1	1	1	1
35591	0	0	0	0	0
47013	0	1	1	0	1
10683	0	0	0	0	0
42986	1	1	1	1	1
23703	0	1	0	0	1
23702	0	1	0	0	1
12454	1	1	1	1	1
30966	1	1	1	1	1
48849	0	0	0	0	0
30960	1	1	1	1	1
6422	1	1	1	1	1
15332	1	1	0	0	1
27014	1	1	1	0	1
27017	0	0	0	0	0
8946	1	1	1	1	1
12458	0	0	0	0	0
48842	1	1	1	1	1
39393	1	1	1	1	1
21720	1	1	0	0	1
22250	0	1	0	0	1
22251	1	1	0	0	1
39398	1	1	1	0	1
22257	0	0	0	0	0
25709	0	1	1	0	1
25703	1	1	1	1	1
25702	0	1	0	0	1
25704	1	1	1	1	1
23669	0	0	0	0	0
21726	0	1	1	0	1
1682	0	1	0	0	1
6767	0	1	0	0	1
6763	1	1	1	1	1
9977	0	1	1	0	1
39021	0	0	0	0	0
9974	0	1	0	0	1
39027	1	0	1	0	1
9971	1	1	1	1	1
9970	1	1	1	1	1
39029	1	0	1	0	1
39028	1	1	1	1	1
9979	0	0	0	0	0
19305	1	1	1	1	1
16734	0	0	0	0	0
16730	0	1	1	0	1
16733	0	1	0	0	1
12024	0	0	0	0	0
12026	1	1	1	1	1
12027	1	1	1	1	1
12021	1	1	1	1	1
42798	0	1	0	0	1
32063	1	1	1	1	1
16220	1	1	1	1	1
43067	0	0	0	0	0
12028	0	0	0	0	0
16227	0	0	0	0	0
42791	0	0	1	0	1
19905	1	1	1	1	1
9850	1	1	1	1	1
34573	0	0	0	0	0
48369	0	1	0	0	1
43844	1	1	1	0	1
40536	1	1	1	1	1
11792	0	1	0	0	1
19086	1	1	1	0	1
9854	1	0	0	0	1
21626	0	1	0	0	1
21627	0	1	0	0	1
49550	1	1	1	1	1
21623	1	1	1	1	1
49559	1	1	1	1	1
23577	1	1	1	1	1
5764	1	1	1	1	1
22736	1	1	0	0	1
6407	0	0	1	0	1
23573	0	1	1	0	1
43156	1	1	1	0	1
26058	0	1	0	0	1
43155	1	1	1	1	1
43152	1	1	1	1	1
2508	0	0	0	0	0
26052	0	1	0	0	1
2506	0	1	1	0	1
26056	1	1	1	0	1
2502	0	0	0	0	0
43158	1	1	1	1	1
26055	1	1	1	1	1
49882	1	1	1	1	1
49331	0	0	0	0	0
49332	1	1	1	1	1
46857	0	0	1	0	1
49338	1	1	1	0	1
49889	1	1	0	0	1
17170	0	1	0	0	1
5048	0	0	0	0	0
5046	1	1	1	0	1
5045	0	0	0	0	0
22823	0	0	0	0	0
5042	0	1	0	0	1
22820	0	0	0	0	0
38573	0	0	0	0	0
38570	0	1	1	0	1
38571	0	0	0	0	0
33347	0	1	0	0	1
38574	0	0	0	0	0
36768	1	1	1	1	1
9513	0	0	0	0	0
10775	1	1	1	1	1
20418	1	1	1	1	1
36815	1	1	1	0	1
36761	0	0	0	0	0
36812	0	0	1	1	1
14851	1	1	1	1	1
33080	0	0	0	0	0
33087	0	0	0	0	0
18889	1	1	1	1	1
14678	1	0	0	0	1
14677	0	1	0	0	1
18885	0	0	0	0	0
33089	0	0	0	0	0
14674	1	1	1	1	1
18880	1	1	1	1	1
18883	0	1	0	0	1
48685	1	1	1	1	1
48683	1	1	1	1	1
15188	1	1	1	1	1
38616	1	1	1	1	1
38614	0	0	0	0	0
48146	0	0	0	0	0
48689	0	1	0	0	1
48415	1	1	1	1	1
13088	0	0	0	0	0
47621	0	0	0	0	0
13084	0	0	0	0	0
13087	0	0	0	1	1
975	1	1	1	1	1
44232	0	1	1	0	1
44233	1	1	1	1	1
44236	1	0	1	0	1
44237	0	0	0	0	0
36101	0	0	0	0	0
28339	0	0	0	0	0
36103	1	1	1	0	1
49948	0	0	0	0	0
36106	0	1	0	0	1
33559	0	0	0	0	0
3206	0	0	0	0	0
18772	1	1	1	0	1
33553	0	1	0	0	1
33552	0	0	0	0	0
33555	1	1	1	1	1
33557	0	0	0	0	0
27833	1	1	1	0	1
48061	1	1	1	1	1
5181	0	0	0	0	0
27837	0	0	0	0	0
20288	0	1	1	0	1
27835	1	1	1	1	1
41555	0	1	0	0	1
20287	0	0	0	0	0
20280	0	0	0	0	0
20282	1	1	1	1	1
39624	0	1	1	0	1
29756	0	1	0	0	1
10193	1	1	1	1	1
10190	0	0	0	0	0
10191	0	1	1	0	1
5185	0	1	0	0	1
39628	0	0	0	0	0
29288	0	0	0	0	0
40931	0	0	0	0	0
29283	0	1	0	0	1
29285	0	1	0	0	1
1128	1	1	1	1	1
1124	1	1	1	0	1
1125	1	1	1	1	1
1126	1	1	1	1	1
1127	0	1	0	0	1
25886	0	0	0	0	0
45029	0	0	0	0	0
30289	0	1	1	0	1
25882	0	0	0	0	0
15105	0	1	0	0	1
25888	1	1	1	1	1
15103	1	1	1	1	1
30282	0	0	0	0	0
29132	1	0	1	0	1
29134	0	0	0	0	0
39569	0	0	0	0	0
39560	1	0	0	0	1
18086	0	1	1	0	1
18080	1	1	0	0	1
31772	0	1	1	0	1
18089	1	1	1	1	1
32355	0	0	0	0	0
8042	1	1	1	1	1
34056	0	0	0	0	0
12590	1	1	1	0	1
48094	0	0	0	0	0
12598	0	1	0	0	1
8519	0	0	0	0	0
45068	1	1	1	1	1
12849	1	1	1	1	1
45069	1	1	0	0	1
12847	0	1	0	0	1
12845	0	1	0	0	1
50463	1	0	1	0	1
50460	0	0	0	0	0
50466	1	1	1	1	1
35906	1	1	1	1	1
50465	0	1	1	0	1
26614	1	1	1	1	1
44905	1	1	1	1	1
50469	0	0	0	0	0
26612	0	1	0	0	1
23064	1	1	1	0	1
23065	0	1	0	0	1
23061	1	1	0	1	1
28081	1	1	1	1	1
23063	1	1	1	1	1
24282	1	0	1	1	1
47228	0	1	0	0	1
24287	0	1	1	0	1
22624	0	0	0	0	0
22626	1	1	1	0	1
22628	1	1	1	0	1
26531	0	1	0	0	1
2863	1	1	1	1	1
26539	1	1	1	1	1
7983	1	1	1	1	1
24752	1	0	1	1	1
24750	1	1	1	1	1
50682	1	1	1	0	1
50680	0	1	0	0	1
24758	0	0	0	0	0
23392	0	1	1	0	1
23393	1	1	1	1	1
23390	0	1	0	0	1
28660	0	1	0	0	1
23314	0	1	0	0	1
23395	1	1	1	0	1
28887	0	1	1	0	1
28886	1	1	1	1	1
28885	1	1	1	1	1
28881	1	1	1	1	1
44338	0	1	0	0	1
49838	0	0	0	0	0
6907	1	1	1	0	1
35677	1	1	1	1	1
31954	0	0	0	0	0
31953	0	1	1	0	1
31952	1	1	1	1	1
26289	0	1	0	0	1
31950	0	1	0	0	1
32502	0	0	0	0	0
26285	0	1	0	0	1
26283	0	1	1	0	1
26282	1	0	0	0	1
13649	1	1	1	0	1
13648	0	1	0	0	1
28564	1	1	1	0	1
9992	1	1	1	1	1
43300	0	1	1	0	1
43307	0	0	0	0	0
5819	1	0	1	0	1
19029	1	1	1	1	1
19028	1	1	1	1	1
16039	0	0	0	0	0
32905	1	1	1	1	1
19756	0	1	1	0	1
5812	1	1	1	1	1
32274	0	1	1	0	1
19753	1	1	1	0	1
32272	1	0	1	1	1
19023	0	1	0	0	1
19022	1	0	1	0	1
12517	0	1	0	0	1
17349	1	1	1	1	1
17345	1	1	1	1	1
17342	0	1	0	0	1
23520	0	0	0	0	0
4619	1	1	1	1	1
13509	1	1	1	0	1
25392	0	1	0	0	1
4611	0	0	0	0	0
19847	0	0	0	0	0
4617	0	1	1	0	1
4616	1	1	1	1	1
23934	0	1	0	0	1
23930	0	1	0	0	1
23939	0	0	0	0	0
27225	0	1	0	0	1
27223	1	1	1	1	1
27221	0	0	0	0	0
51151	1	0	1	0	1
7423	1	1	1	1	1
46195	0	1	0	0	1
15664	1	1	1	1	1
51155	1	1	1	0	1
46030	1	1	1	1	1
39259	1	1	1	1	1
20708	1	1	1	1	1
147	0	0	0	1	1
142	0	1	0	0	1
20878	1	1	1	1	1
141	1	1	1	1	1
20700	0	1	0	0	1
20877	1	1	1	1	1
20874	0	1	0	0	1
20703	0	1	0	0	1
20704	1	1	1	0	1
36372	0	0	0	0	0
36371	1	0	0	1	1
36377	1	1	1	1	1
25575	0	0	0	0	0
25577	1	1	1	1	1
25570	1	1	1	1	1
16693	1	1	1	1	1
28152	0	0	0	0	0
16694	1	1	1	1	1
42309	1	1	1	1	1
3343	0	1	0	0	1
7428	0	1	0	0	1
29565	1	1	1	1	1
5453	1	1	1	1	1
2717	1	1	1	1	1
45622	0	0	0	0	0
3346	1	1	1	1	1
45621	0	0	0	0	0
45626	0	0	0	0	0
45627	0	0	0	0	0
3347	0	1	0	0	1
7957	1	1	1	1	1
7220	0	0	0	0	0
7222	1	1	1	1	1
7225	0	0	0	0	0
9169	0	1	0	0	1
39818	0	1	0	0	1
9176	0	1	1	0	1
7229	1	1	1	1	1
10694	1	1	1	1	1
16524	0	1	0	1	1
18637	1	1	1	1	1
42162	1	1	1	1	1
42166	1	1	1	1	1
37774	1	1	1	0	1
42169	0	1	0	0	1
16966	1	1	0	1	1
9171	1	1	1	1	1
12273	0	0	0	0	0
6243	0	1	1	0	1
6244	0	1	0	0	1
12274	0	0	0	0	0
36594	1	1	1	1	1
10522	1	1	1	1	1
36590	0	0	0	0	0
10528	1	1	1	1	1
41483	0	0	0	0	0
30256	1	1	1	0	1
9703	1	1	1	1	1
9707	0	0	0	1	1
8873	1	1	1	1	1
14996	0	0	0	0	0
8874	1	1	1	1	1
14994	0	0	0	0	0
14995	0	0	0	0	0
24111	1	1	1	1	1
37424	0	0	0	0	0
18965	0	1	0	0	1
24112	1	1	1	1	1
21475	1	1	1	1	1
37420	1	1	1	1	1
37423	1	1	1	1	1
18960	0	1	0	0	1
48214	0	1	0	0	1
41304	1	1	1	0	1
41307	1	1	1	1	1
41306	1	1	1	0	1
825	0	0	0	0	0
823	1	1	1	1	1
12634	1	1	1	1	1
26840	1	1	1	1	1
26843	0	1	1	0	1
44576	0	1	1	0	1
33304	1	1	1	0	1
26848	1	1	1	1	1
4401	1	1	1	1	1
44044	1	1	0	1	1
7616	0	0	0	0	0
5253	1	1	1	1	1
5256	0	1	0	0	1
5257	0	0	0	0	0
1719	1	1	1	1	1
5259	1	1	1	1	1
46096	1	1	1	1	1
50342	0	0	0	0	0
13943	1	1	1	0	1
31690	1	1	1	1	1
40217	1	1	1	1	1
11120	0	0	0	0	0
10750	0	0	0	0	0
14335	1	1	1	0	1
14444	1	1	1	0	1
14333	1	1	1	1	1
14330	1	1	1	0	1
33941	1	1	1	1	1
31933	0	0	0	0	0
13947	1	0	1	1	1
24564	0	0	0	0	0
9579	0	0	0	0	0
24566	1	1	1	1	1
14339	0	0	0	0	0
10753	0	1	0	0	1
17979	1	1	1	1	1
924	0	0	0	0	0
3010	1	1	1	1	1
23791	1	1	1	1	1
17973	0	0	0	0	0
8729	1	1	0	0	1
34339	1	1	1	1	1
32111	1	1	1	1	1
34999	1	1	1	1	1
44356	0	0	0	0	0
8720	0	1	0	0	1
8723	1	1	1	1	1
30364	0	1	0	0	1
30361	1	1	1	1	1
31019	1	1	1	1	1
4181	0	0	0	0	0
50852	0	1	0	0	1
35061	0	1	0	0	1
35060	1	1	1	1	1
4184	1	1	1	1	1
35065	0	0	0	0	0
31543	1	1	1	0	1
5663	1	1	0	1	1
11808	1	1	1	1	1
28698	1	1	1	1	1
34197	1	1	1	1	1
38392	1	1	1	1	1
46092	0	0	0	0	0
14830	0	0	0	0	0
33710	0	0	0	0	0
33716	0	1	1	0	1
4256	0	0	0	0	0
